ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-14142,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Phone Call,1,14.05,Medium,Medium
TKT-14143,Critical bug causing data exposure,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Premium,Chat,15,2.72,High,High
TKT-14144,Improve onboarding guide,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Login Issue,Regular,Chat,1,25.45,Medium,Low
TKT-14145,Server completely down – production halted,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Regular,Phone Call,7,0.99,Medium,High
TKT-14146,Profile update not saving properly,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Premium,Phone Call,1,3.06,Medium,Medium
TKT-14147,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Chat,8,1.37,High,High
TKT-14148,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Phone Call,8,0.3,Medium,High
TKT-14149,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Regular,Phone Call,2,7.03,High,Medium
TKT-14150,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Chat,1,26.99,High,Low
TKT-14151,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Account Suspension,Premium,Chat,2,52.61,Medium,Low
TKT-14152,Payment processing delayed by 2-3 minutes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Security Problem,Regular,Email,3,18.95,Medium,Medium
TKT-14153,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Security Problem,Regular,Chat,6,9.21,Medium,Medium
TKT-14154,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Phone Call,1,31.35,Medium,Low
TKT-14155,Login completely broken for all premium users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Account Suspension,Regular,Chat,10,3.86,High,High
TKT-14156,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Chat,2,13.44,High,Medium
TKT-14157,Tooltip text unclear on settings page,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Account Suspension,Regular,Email,2,62.36,Medium,Low
TKT-14158,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Regular,Chat,0,66.31,Low,Low
TKT-14159,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Feature Request,Regular,Chat,6,16.13,Medium,Medium
TKT-14160,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Account Suspension,Premium,Email,0,31.18,Low,Low
TKT-14161,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,1,10.92,Medium,Medium
TKT-14162,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Chat,7,0.06,Medium,High
TKT-14163,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Premium,Chat,3,17.99,Low,Medium
TKT-14164,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Email,1,15.44,Medium,Medium
TKT-14165,Report generation taking too long,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Chat,6,18.86,Medium,Medium
TKT-14166,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Regular,Email,6,0.34,High,High
TKT-14167,Payment processing delayed by 2-3 minutes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Email,6,14.1,High,Medium
TKT-14168,Spelling error in help documentation,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Security Problem,Premium,Chat,3,28.76,Low,Low
TKT-14169,Security breach detected – immediate action needed,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Regular,Email,8,1.28,High,High
TKT-14170,Critical payment failure affecting all users,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Server Down,Premium,Phone Call,4,1.36,High,High
TKT-14171,Critical bug causing data exposure,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Premium,Email,14,0.2,Medium,High
TKT-14172,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Server Down,Regular,Chat,2,13.1,Medium,Medium
TKT-14173,Critical bug causing data exposure,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Other,Premium,Chat,8,2.02,High,High
TKT-14174,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Premium,Email,5,17.43,Medium,Medium
TKT-14175,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Other,Premium,Chat,2,11.78,Medium,Medium
TKT-14176,Payment processing delayed by 2-3 minutes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Account Suspension,Premium,Email,6,2.7,High,Medium
TKT-14177,Request for new feature in dashboard,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Phone Call,2,45.07,Low,Low
TKT-14178,Account suspended unexpectedly – urgent,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Technical Bug,Regular,Email,9,1.07,High,High
TKT-14179,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Premium,Phone Call,2,14.11,High,Medium
TKT-14180,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Chat,10,1.59,High,High
TKT-14181,Payment gateway rejected all transactions,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Premium,Chat,10,3.69,High,High
TKT-14182,Critical bug causing data exposure,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Regular,Email,6,0.16,Low,High
TKT-14183,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Security Problem,Premium,Chat,3,48.24,Low,Low
TKT-14184,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Chat,3,16.1,Low,Low
TKT-14185,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Chat,2,5.18,Medium,Medium
TKT-14186,Export to PDF producing blank file,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,1,7.35,Medium,Medium
TKT-14187,Critical payment failure affecting all users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Premium,Chat,15,0.27,High,High
TKT-14188,DDoS attack in progress – site unreachable,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Phone Call,14,3.27,High,High
TKT-14189,Export to PDF producing blank file,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Chat,2,14.4,Medium,Medium
TKT-14190,Critical bug causing data exposure,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Account Suspension,Premium,Email,13,0.56,Low,High
TKT-14191,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Chat,8,1.92,High,High
TKT-14192,Request to add dark mode,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Security Problem,Premium,Chat,3,32.69,Low,Low
TKT-14193,Login completely broken for all premium users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Chat,10,0.18,Medium,High
TKT-14194,Critical bug causing data exposure,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Email,15,0.8,High,High
TKT-14195,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,3,1.63,Medium,Medium
TKT-14196,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Premium,Phone Call,3,1.49,High,Medium
TKT-14197,Profile update not saving properly,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Phone Call,5,9.89,High,Medium
TKT-14198,Improve onboarding guide,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Phone Call,0,8.37,High,Low
TKT-14199,Account suspended unexpectedly – urgent,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Chat,12,1.23,High,High
TKT-14200,Request for new feature in dashboard,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Security Problem,Premium,Phone Call,3,38.87,Medium,Low
TKT-14201,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,3,15.96,Medium,Medium
TKT-14202,Feature not working as expected,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Email,2,5.0,High,Medium
TKT-14203,Feature not working as expected,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Regular,Phone Call,6,16.73,Medium,Medium
TKT-14204,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Phone Call,2,36.32,Low,Low
TKT-14205,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Server Down,Regular,Email,4,8.56,Low,Medium
TKT-14206,Improve onboarding guide,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Server Down,Regular,Chat,0,70.68,Medium,Low
TKT-14207,Payment gateway rejected all transactions,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Account Suspension,Regular,Phone Call,14,2.09,High,High
TKT-14208,Improve onboarding guide,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Security Problem,Regular,Phone Call,0,55.51,Low,Low
TKT-14209,Profile update not saving properly,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Regular,Email,5,14.44,Medium,Medium
TKT-14210,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Email,11,0.91,High,High
TKT-14211,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Email,2,6.09,Medium,Medium
TKT-14212,Request to add dark mode,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Email,1,47.32,Low,Low
TKT-14213,Security breach detected – immediate action needed,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Server Down,Premium,Chat,9,0.86,High,High
TKT-14214,Server completely down – production halted,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Login Issue,Premium,Email,5,0.86,High,High
TKT-14215,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Account Suspension,Premium,Email,0,44.77,Low,Low
TKT-14216,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Email,4,10.19,Low,Medium
TKT-14217,API endpoint returning 500 errors in production,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Regular,Chat,6,0.39,High,High
TKT-14218,Export to PDF producing blank file,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Security Problem,Premium,Phone Call,6,1.11,Medium,Medium
TKT-14219,Payment processing delayed by 2-3 minutes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Premium,Chat,2,16.6,Medium,Medium
TKT-14220,Request for additional report filter,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Chat,3,12.62,Medium,Low
TKT-14221,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Technical Bug,Premium,Phone Call,10,3.91,Medium,High
TKT-14222,Search results returning outdated data,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Email,2,18.22,High,Medium
TKT-14223,Database corruption – data loss risk,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Regular,Phone Call,14,0.81,High,High
TKT-14224,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Premium,Phone Call,6,1.24,Medium,Medium
TKT-14225,Request to add dark mode,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Chat,1,14.3,Medium,Low
TKT-14226,DDoS attack in progress – site unreachable,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Premium,Email,3,3.54,Medium,High
TKT-14227,DDoS attack in progress – site unreachable,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Email,11,3.82,High,High
TKT-14228,Spelling error in help documentation,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Regular,Chat,3,34.88,Low,Low
TKT-14229,Spelling error in help documentation,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Email,0,17.03,Low,Low
TKT-14230,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,1,4.24,Low,Medium
TKT-14231,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Regular,Email,7,3.78,Low,High
TKT-14232,Payment gateway rejected all transactions,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Premium,Chat,8,0.11,High,High
TKT-14233,Account suspended unexpectedly – urgent,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Email,9,3.72,High,High
TKT-14234,Request for additional report filter,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Phone Call,0,54.17,Low,Low
TKT-14235,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Chat,3,1.36,High,High
TKT-14236,Intermittent login failures reported,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Chat,2,9.64,Medium,Medium
TKT-14237,Security breach detected – immediate action needed,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Email,14,2.19,High,High
TKT-14238,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Premium,Chat,1,9.12,Medium,Medium
TKT-14239,Payment processing delayed by 2-3 minutes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Feature Request,Premium,Email,2,6.75,Medium,Medium
TKT-14240,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Premium,Phone Call,4,2.88,High,High
TKT-14241,Two-factor authentication failing sometimes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Regular,Chat,5,9.28,Medium,Medium
TKT-14242,Change password label text suggestion,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Other,Regular,Phone Call,2,60.57,Low,Low
TKT-14243,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Email,2,11.31,Medium,Medium
TKT-14244,Payment processing delayed by 2-3 minutes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Regular,Chat,3,16.6,Medium,Medium
TKT-14245,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Phone Call,5,17.35,Medium,Medium
TKT-14246,Intermittent login failures reported,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Regular,Email,1,9.55,Medium,Medium
TKT-14247,Spelling error in help documentation,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Premium,Chat,1,49.59,Low,Low
TKT-14248,Dashboard displaying incorrect statistics,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Regular,Chat,2,9.37,Medium,Medium
TKT-14249,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Security Problem,Regular,Phone Call,1,40.65,Low,Low
TKT-14250,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Security Problem,Premium,Email,4,19.19,Medium,Medium
TKT-14251,API endpoint returning 500 errors in production,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Server Down,Premium,Phone Call,5,2.8,High,High
TKT-14252,Payment gateway rejected all transactions,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Chat,12,3.2,High,High
TKT-14253,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Chat,12,2.23,High,High
TKT-14254,Add CSV export option,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Server Down,Regular,Email,3,49.32,Low,Low
TKT-14255,Dashboard displaying incorrect statistics,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Account Suspension,Regular,Email,1,18.84,Medium,Medium
TKT-14256,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Technical Bug,Premium,Email,0,12.82,Low,Low
TKT-14257,Login completely broken for all premium users,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Login Issue,Premium,Email,8,0.71,High,High
TKT-14258,Two-factor authentication failing sometimes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Regular,Chat,2,7.92,Low,Medium
TKT-14259,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Regular,Email,7,0.81,High,High
TKT-14260,Critical payment failure affecting all users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Regular,Chat,7,1.17,High,High
TKT-14261,Feature not working as expected,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Feature Request,Regular,Chat,3,4.41,Medium,Medium
TKT-14262,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Server Down,Premium,Chat,5,3.11,High,Medium
TKT-14263,DDoS attack in progress – site unreachable,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,9,1.15,High,High
TKT-14264,Minor UI alignment issue on mobile,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Premium,Phone Call,1,48.67,Low,Low
TKT-14265,Add CSV export option,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Regular,Email,0,9.1,Low,Low
TKT-14266,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Email,12,0.71,High,High
TKT-14267,DDoS attack in progress – site unreachable,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,6,3.99,Low,High
TKT-14268,Account suspended unexpectedly – urgent,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Other,Regular,Phone Call,6,2.97,High,High
TKT-14269,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Email,0,66.7,Low,Low
TKT-14270,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Premium,Chat,5,12.91,Medium,Medium
TKT-14271,Tooltip text unclear on settings page,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Premium,Phone Call,0,39.76,Low,Low
TKT-14272,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Email,3,9.32,Medium,Medium
TKT-14273,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Regular,Chat,6,0.33,Low,High
TKT-14274,Minor UI alignment issue on mobile,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Technical Bug,Regular,Phone Call,3,57.88,High,Low
TKT-14275,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Premium,Phone Call,3,64.53,Low,Low
TKT-14276,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Phone Call,5,8.51,Medium,Medium
TKT-14277,Spelling error in help documentation,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Premium,Chat,0,48.37,Low,Low
TKT-14278,Minor UI alignment issue on mobile,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Phone Call,1,61.43,Low,Low
TKT-14279,Update FAQ section,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Server Down,Regular,Chat,2,16.37,Medium,Low
TKT-14280,Profile update not saving properly,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Chat,4,14.25,Medium,Medium
TKT-14281,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Chat,3,6.97,Medium,Medium
TKT-14282,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Account Suspension,Premium,Phone Call,4,9.26,Medium,Medium
TKT-14283,Intermittent login failures reported,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Feature Request,Regular,Email,6,13.78,Medium,Medium
TKT-14284,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Login Issue,Premium,Phone Call,3,54.72,Medium,Low
TKT-14285,Two-factor authentication failing sometimes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Chat,4,14.62,High,Medium
TKT-14286,Account suspended unexpectedly – urgent,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Server Down,Premium,Email,10,1.31,Medium,High
TKT-14287,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Phone Call,13,0.55,High,High
TKT-14288,Critical payment failure affecting all users,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Regular,Phone Call,7,1.38,High,High
TKT-14289,Profile update not saving properly,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Premium,Email,3,3.99,Medium,Medium
TKT-14290,Search results returning outdated data,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Chat,6,18.0,High,Medium
TKT-14291,Add CSV export option,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Phone Call,2,42.53,Medium,Low
TKT-14292,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Chat,3,18.83,Medium,Medium
TKT-14293,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Chat,3,15.68,High,Medium
TKT-14294,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Regular,Phone Call,4,7.23,Medium,Medium
TKT-14295,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Other,Regular,Phone Call,1,3.7,High,Medium
TKT-14296,Email notifications not arriving,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Phone Call,3,15.43,Medium,Medium
TKT-14297,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Phone Call,8,1.88,High,High
